Country Name,1995,2000,2005,2010,2019
East Asia & Pacific,48.9638284784836,49.1591319470153,44.9237972834957,42.8045233905241,41.44477070273221
Europe & Central Asia,52.2320100192725,52.3487710426283,52.3157344706719,52.43116169525371,51.207343740658395
Latin America & Caribbean,48.9386785552034,48.97233054494921,48.7831357232854,48.37883305258799,48.5638574020489
Middle East & North Africa,44.4166316634011,44.129094608743706,43.3022065949502,43.352646034585895,45.0658488365065
North America,50.767139501632,50.4209035332095,50.2320787325209,51.021420683612206,51.741973922437204
South Asia,48.0328277908423,48.2110867652738,48.317030605186304,48.614688866791,48.946273940519504
Sub-Saharan Africa,46.9047746991854,47.2397743617988,46.482903399780795,47.3305858590938,48.31341558776529
